000;1;0;2008;32976
000;1;0;2009;33656
000;1;0;2010;32435
000;1;0;2011;32628
000;1;0;2012;30184
000;1;0;2013;29991
000;1;0;2014;28751
000;1;0;2015;29375
000;1;0;2016;30049
000;1;0;2017;31971
000;1;0;2018;31624
000;1;0;2019;31754
000;1;0;2020;31649
000;1;1;2008;33797
000;1;1;2009;33212
000;1;1;2010;33984
000;1;1;2011;32714
000;1;1;2012;32854
000;1;1;2013;30402
000;1;1;2014;30273
000;1;1;2015;29064
000;1;1;2016;29750
000;1;1;2017;30364
000;1;1;2018;32226
000;1;1;2019;31799
000;1;1;2020;31880
000;1;2;2008;33129
000;1;2;2009;33943
000;1;2;2010;33380
000;1;2;2011;34125
000;1;2;2012;32813
000;1;2;2013;33032
000;1;2;2014;30596
000;1;2;2015;30485
000;1;2;2016;29459
000;1;2;2017;30069
000;1;2;2018;30524
000;1;2;2019;32318
000;1;2;2020;31833
000;1;3;2008;33280
000;1;3;2009;33253
000;1;3;2010;34034
000;1;3;2011;33490
000;1;3;2012;34207
000;1;3;2013;32921
000;1;3;2014;33151
000;1;3;2015;30753
000;1;3;2016;30834
000;1;3;2017;29675
000;1;3;2018;30231
000;1;3;2019;30563
000;1;3;2020;32347
000;1;4;2008;33398
000;1;4;2009;33421
000;1;4;2010;33339
000;1;4;2011;34127
000;1;4;2012;33582
000;1;4;2013;34325
000;1;4;2014;33021
000;1;4;2015;33324
000;1;4;2016;31038
000;1;4;2017;31101
000;1;4;2018;29754
000;1;4;2019;30260
000;1;4;2020;30577
000;1;5;2008;33269
000;1;5;2009;33513
000;1;5;2010;33465
000;1;5;2011;33361
000;1;5;2012;34137
000;1;5;2013;33629
000;1;5;2014;34421
000;1;5;2015;33171
000;1;5;2016;33643
000;1;5;2017;31315
000;1;5;2018;31183
000;1;5;2019;29828
000;1;5;2020;30308
000;1;6;2008;33615
000;1;6;2009;33328
000;1;6;2010;33553
000;1;6;2011;33556
000;1;6;2012;33419
000;1;6;2013;34197
000;1;6;2014;33742
000;1;6;2015;34598
000;1;6;2016;33495
000;1;6;2017;33846
000;1;6;2018;31402
000;1;6;2019;31250
000;1;6;2020;29872
000;1;7;2008;34593
000;1;7;2009;33661
000;1;7;2010;33373
000;1;7;2011;33579
000;1;7;2012;33577
000;1;7;2013;33446
000;1;7;2014;34266
000;1;7;2015;33877
000;1;7;2016;34918
000;1;7;2017;33738
000;1;7;2018;33940
000;1;7;2019;31439
000;1;7;2020;31307
000;1;8;2008;34174
000;1;8;2009;34634
000;1;8;2010;33671
000;1;8;2011;33427
000;1;8;2012;33649
000;1;8;2013;33628
000;1;8;2014;33567
000;1;8;2015;34436
000;1;8;2016;34180
000;1;8;2017;35147
000;1;8;2018;33872
000;1;8;2019;34033
000;1;8;2020;31510
000;1;9;2008;34534
000;1;9;2009;34232
000;1;9;2010;34689
000;1;9;2011;33693
000;1;9;2012;33447
000;1;9;2013;33695
000;1;9;2014;33739
000;1;9;2015;33709
000;1;9;2016;34688
000;1;9;2017;34430
000;1;9;2018;35294
000;1;9;2019;33963
000;1;9;2020;34130
000;1;10;2008;35332
000;1;10;2009;34601
000;1;10;2010;34294
000;1;10;2011;34729
000;1;10;2012;33741
000;1;10;2013;33498
000;1;10;2014;33751
000;1;10;2015;33886
000;1;10;2016;33963
000;1;10;2017;34893
000;1;10;2018;34533
000;1;10;2019;35361
000;1;10;2020;34062
000;1;11;2008;35555
000;1;11;2009;35378
000;1;11;2010;34644
000;1;11;2011;34343
000;1;11;2012;34791
000;1;11;2013;33797
000;1;11;2014;33562
000;1;11;2015;33909
000;1;11;2016;34105
000;1;11;2017;34129
000;1;11;2018;35009
000;1;11;2019;34617
000;1;11;2020;35382
000;1;12;2008;36924
000;1;12;2009;35631
000;1;12;2010;35439
000;1;12;2011;34687
000;1;12;2012;34400
000;1;12;2013;34841
000;1;12;2014;33874
000;1;12;2015;33665
000;1;12;2016;34130
000;1;12;2017;34281
000;1;12;2018;34244
000;1;12;2019;35124
000;1;12;2020;34682
000;1;13;2008;36875
000;1;13;2009;36995
000;1;13;2010;35681
000;1;13;2011;35511
000;1;13;2012;34750
000;1;13;2013;34455
000;1;13;2014;34897
000;1;13;2015;33998
000;1;13;2016;33870
000;1;13;2017;34292
000;1;13;2018;34391
000;1;13;2019;34310
000;1;13;2020;35201
000;1;14;2008;35822
000;1;14;2009;36956
000;1;14;2010;37062
000;1;14;2011;35737
000;1;14;2012;35586
000;1;14;2013;34863
000;1;14;2014;34544
000;1;14;2015;35052
000;1;14;2016;34227
000;1;14;2017;34066
000;1;14;2018;34394
000;1;14;2019;34491
000;1;14;2020;34417
000;1;15;2008;36271
000;1;15;2009;35943
000;1;15;2010;37064
000;1;15;2011;37173
000;1;15;2012;35876
000;1;15;2013;35710
000;1;15;2014;34988
000;1;15;2015;34743
000;1;15;2016;35333
000;1;15;2017;34489
000;1;15;2018;34265
000;1;15;2019;34562
000;1;15;2020;34643
000;1;16;2008;34634
000;1;16;2009;36487
000;1;16;2010;36169
000;1;16;2011;37315
000;1;16;2012;37383
000;1;16;2013;36099
000;1;16;2014;35966
000;1;16;2015;35305
000;1;16;2016;35107
000;1;16;2017;35704
000;1;16;2018;34837
000;1;16;2019;34497
000;1;16;2020;34775
000;1;17;2008;34652
000;1;17;2009;34853
000;1;17;2010;36576
000;1;17;2011;36228
000;1;17;2012;37431
000;1;17;2013;37455
000;1;17;2014;36175
000;1;17;2015;36085
000;1;17;2016;35572
000;1;17;2017;35408
000;1;17;2018;35837
000;1;17;2019;34823
000;1;17;2020;34560
000;1;18;2008;33490
000;1;18;2009;34695
000;1;18;2010;34915
000;1;18;2011;36686
000;1;18;2012;36329
000;1;18;2013;37572
000;1;18;2014;37683
000;1;18;2015;36433
000;1;18;2016;36543
000;1;18;2017;35960
000;1;18;2018;35665
000;1;18;2019;36072
000;1;18;2020;35025
000;1;19;2008;32550
000;1;19;2009;33891
000;1;19;2010;35233
000;1;19;2011;35425
000;1;19;2012;37246
000;1;19;2013;36981
000;1;19;2014;38218
000;1;19;2015;38523
000;1;19;2016;37413
000;1;19;2017;37428
000;1;19;2018;36675
000;1;19;2019;36320
000;1;19;2020;36640
000;1;20;2008;31662
000;1;20;2009;33189
000;1;20;2010;34474
000;1;20;2011;35744
000;1;20;2012;36083
000;1;20;2013;37928
000;1;20;2014;37627
000;1;20;2015;38979
000;1;20;2016;39564
000;1;20;2017;38239
000;1;20;2018;38176
000;1;20;2019;37348
000;1;20;2020;36827
000;1;21;2008;31720
000;1;21;2009;32480
000;1;21;2010;33892
000;1;21;2011;35076
000;1;21;2012;36585
000;1;21;2013;36674
000;1;21;2014;38578
000;1;21;2015;38246
000;1;21;2016;40044
000;1;21;2017;40279
000;1;21;2018;38974
000;1;21;2019;38759
000;1;21;2020;37812
000;1;22;2008;31140
000;1;22;2009;32566
000;1;22;2010;32988
000;1;22;2011;34353
000;1;22;2012;35546
000;1;22;2013;36904
000;1;22;2014;37136
000;1;22;2015;39039
000;1;22;2016;39139
000;1;22;2017;40709
000;1;22;2018;40766
000;1;22;2019;39456
000;1;22;2020;39044
000;1;23;2008;30313
000;1;23;2009;31849
000;1;23;2010;33000
000;1;23;2011;33480
000;1;23;2012;34880
000;1;23;2013;36187
000;1;23;2014;37492
000;1;23;2015;37800
000;1;23;2016;40081
000;1;23;2017;40061
000;1;23;2018;41381
000;1;23;2019;41330
000;1;23;2020;39767
000;1;24;2008;29713
000;1;24;2009;30904
000;1;24;2010;32064
000;1;24;2011;33344
000;1;24;2012;33727
000;1;24;2013;35357
000;1;24;2014;36762
000;1;24;2015;38170
000;1;24;2016;38770
000;1;24;2017;40846
000;1;24;2018;40642
000;1;24;2019;41754
000;1;24;2020;41504
000;1;25;2008;30646
000;1;25;2009;30247
000;1;25;2010;30911
000;1;25;2011;32248
000;1;25;2012;33477
000;1;25;2013;34078
000;1;25;2014;35815
000;1;25;2015;37229
000;1;25;2016;39081
000;1;25;2017;39395
000;1;25;2018;41297
000;1;25;2019;40863
000;1;25;2020;41928
000;1;26;2008;30393
000;1;26;2009;31205
000;1;26;2010;30251
000;1;26;2011;31189
000;1;26;2012;32491
000;1;26;2013;33753
000;1;26;2014;34438
000;1;26;2015;36238
000;1;26;2016;37992
000;1;26;2017;39611
000;1;26;2018;39685
000;1;26;2019;41542
000;1;26;2020;40937
000;1;27;2008;32182
000;1;27;2009;30808
000;1;27;2010;31251
000;1;27;2011;30545
000;1;27;2012;31338
000;1;27;2013;32718
000;1;27;2014;34085
000;1;27;2015;34884
000;1;27;2016;37034
000;1;27;2017;38426
000;1;27;2018;39988
000;1;27;2019;39898
000;1;27;2020;41554
000;1;28;2008;32978
000;1;28;2009;32617
000;1;28;2010;30846
000;1;28;2011;31525
000;1;28;2012;30566
000;1;28;2013;31548
000;1;28;2014;33010
000;1;28;2015;34479
000;1;28;2016;35678
000;1;28;2017;37465
000;1;28;2018;38737
000;1;28;2019;40156
000;1;28;2020;39904
000;1;29;2008;34179
000;1;29;2009;33337
000;1;29;2010;32698
000;1;29;2011;31041
000;1;29;2012;31555
